StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11_1,Q11_2,Q11_3,Q12,Q13,Q14,Q15,Q15_10_TEXT,Q16,Q17,Q18,Q19,Q19_6_TEXT,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q28,Q29,Q30,Q30_8_TEXT,Q31,Q32,Q33,Q33_8_TEXT,Q34,Q35,Q36,Q37,Q37_4_TEXT,Q33_8_TEXT - Parent Topics,Q33_8_TEXT - Sentiment Polarity,Q33_8_TEXT - Sentiment Score,Q33_8_TEXT - Sentiment,Q33_8_TEXT - Topic Sentiment Label,Q33_8_TEXT - Topic Sentiment Score,Q33_8_TEXT - Topics
2021-10-27 22:44:44,2021-10-27 22:49:52,IP Address,100,307,True,2021-10-27 22:49:52,R_1jHcvBu4nCEGhts,anonymous,EN,Chemistry,05/2023,No,"Chemical and Physical Biology,Chemistry,Chemistry and Physics","Department heads,Department faculty",In college,,,,,,,,,,,,,,5,7,7,2,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,6,2,,,,,,,,,,,5,6,3,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",No,7,"Close friends and family,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Middle Eastern or North African,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-28 11:04:35,2021-10-28 11:14:36,IP Address,100,601,True,2021-10-28 11:14:37,R_bq3kcowNFL1cAOR,anonymous,EN,Neuroscience,05/23,No,"Neuroscience,Psychology",Peer Advising Fellows (PAFs),In high school (including summer after graduation),,,,,,,,,,,,,,2,6,4,4,5,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,1,1,,,,,,,,,,,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,,No,8,Close friends and family,"Close friends and family,Fellow students",Woman,,No,Queer,"Black or African American,White",,"No, not of Hispanic or Latinx origin",Yes,Yes,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-10-28 12:20:28,2021-10-28 12:25:39,IP Address,100,310,True,2021-10-28 12:25:39,R_3xVcj2evEnuUIoN,anonymous,EN,Computer Science,05/2023,Yes,"Computer Science,Economics,Statistics",Department faculty,In high school (including summer after graduation),,5,4,4,1,2,4,3,2,2,4,5,7,1,6,6,1,5,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,4,4,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course",Agree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department","I am not interested in computer science research,I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis",,5,5,5,4,4,5,2,4,1,1,1,1,2,4,1,1,1,1,2,2,1,1,"Academic interests,Professional interests",Yes,10,"Close friends and family,Fellow students,Professional networks","Close friends and family,Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-28 18:39:49,2021-10-28 18:52:48,IP Address,100,778,True,2021-10-28 18:52:48,R_12Sa0BR5la7mAFq,anonymous,EN,Computer Science,05/2023,Yes,"Applied Mathematics,Computer Science,Economics,Mechanical Engineering",,In college,,3,2,1,1,1,4,2,3,1,6,6,7,3,3,5,5,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,7,7,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 17x, an undergraduate-level graphics/visualization/user interfaces course",Somewhat disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I did not feel as if I had the resources to successfully apply to graduate school,Graduate school doesn't fit into my career path","No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unaware of the processes or steps that must be taken in order to write a senior thesis,I am unavailable to commit the time to writing a thesis",,5,3,5,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Professional interests",Yes,9,Fellow students,Fellow students,Woman,,No,Straight/Heterosexual,Black or African American,,"No, not of Hispanic or Latinx origin",Yes,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-28 23:13:02,2021-10-28 23:31:00,IP Address,100,1077,True,2021-10-28 23:31:00,R_3emRtCk3s5QJMoF,anonymous,EN,Computer Science,05/2024,Yes,"Applied Mathematics,Art, Film, and Visual Studies,Computer Science,Mechanical Engineering,Neuroscience,Psychology","Residential advising resources, such as house tutors or proctors",In high school (including summer after graduation),,7,5,4,3,6,5,2,4,4,6,7,6,3,3,5,1,2,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,5,5,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124)",Somewhat disagree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis",,5,6,4,5,4,5,1,3,1,1,3,1,1,3,1,1,3,1,4,5,3,4,"Academic interests,Non-academic and non-professional interests",Yes,9,,The Harvard Office of Career Services,Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 14:58:51,2021-10-29 08:12:19,IP Address,100,234807,True,2021-10-29 08:12:19,R_1ClIsjnu04vlnE4,anonymous,EN,Computer Science,05/2023,Yes,"Computer Science,Neuroscience,Psychology",,In high school (including summer after graduation),,4,4,2,2,2,4,3,4,5,6,6,6,3,5,6,6,6,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",5,5,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course,CS 10x, an undergraduate-level miscellaneous course",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I didn't learn about opportunities relating to graduate studies until it was too late,I did not feel as if I had the resources to successfully apply to graduate school",I am unsure or undecided,,,6,5,4,7,7,7,2,2,1,3,2,1,3,2,2,4,2,1,4,4,4,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,7,Fellow students,"Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-29 15:07:55,2021-10-29 15:16:18,IP Address,100,502,True,2021-10-29 15:16:18,R_1C8UKHMBQlluySS,anonymous,EN,Computer Science,05/2024,Yes,"Applied Mathematics,Computer Science,East Asian Studies,Linguistics,Mathematics,Slavic Languages and Literatures","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department heads,Department faculty,Department-specific advising programs",In high school (including summer after graduation),,5,2,2,2,5,2,2,2,2,6,6,6,3,4,7,2,3,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,6,4,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 121: Introduction to Theoretical Computer Science",Somewhat disagree,Yes,"I am not required to take any additional CS courses to fulfill my concentration/secondary,CS course material is too difficult,CS courses are too time-intensive,CS courses are poorly designed or organized,I do not have any friends or community within the CS department,I do not feel supported by the CS department,I do not have enough space in my schedule",,"No, I have not considered applying to graduate studies in CS",,I am unsure or undecided,,,5,6,3,6,4,5,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,"Academic interests,Non-academic and non-professional interests",Yes,10,,,Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",Yes,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-29 15:07:50,2021-10-29 15:18:21,IP Address,100,630,True,2021-10-29 15:18:21,R_3R2Y3U0OKWj6MpJ,anonymous,EN,Computer Science,2024,Yes,"Computer Science,Economics,Electrical Engineering,Mathematics,Physics,Statistics","My first-year academic advisor,Department heads,Department faculty",In high school (including summer after graduation),,6,6,2,6,7,7,1,4,5,7,5,7,3,3,3,4,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,7,5,"CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 10x, an undergraduate-level miscellaneous course",Strongly agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"Yes, I intend to write a senior thesis in the CS department",,,7,7,5,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,3,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,10,"Close friends and family,Fellow students,Professional networks,Alumni networks","Close friends and family,Fellow students,Alumni networks",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-31 18:28:01,2021-10-31 18:32:26,IP Address,100,265,True,2021-10-31 18:32:26,R_2zO1ExqyoORDOTf,anonymous,EN,Undecided,05/2025,Yes,"Chemistry,Computer Science,English,History and Science",,In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,,,,,,,,,,CS 50: Introduction to Computer Science I,Somewhat disagree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-academic and non-professional interests,No,5,"Close friends and family,Professional networks",Close friends and family,Prefer not to say,,Prefer not to say,Questioning or unsure,Prefer not to say,,"No, not of Hispanic or Latinx origin",No,Prefer not to say,Preger not to say,,,,,,,,
2021-10-31 18:53:58,2021-10-31 19:04:29,IP Address,100,631,True,2021-10-31 19:04:30,R_10Ml8i378d84amR,anonymous,EN,Computer Science,05/2024,Yes,"Computer Science,Earth and Planetary Sciences,Environmental Science and Public Policy,Integrative Biology","My first-year academic advisor,Peer Advising Fellows (PAFs)",In high school (including summer after graduation),,5,3,1,3,4,4,2,3,4,5,7,4,2,3,7,6,7,"To inquire about research opportunities,To inquire about advice for my concentration",2,3,1,"CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms",Agree,Yes,,,"No, I have not considered applying to graduate studies in CS",,I am unsure or undecided,,,4,4,2,6,3,3,5,1,1,1,1,1,6,1,1,1,1,1,5,1,1,1,"Professional interests,Non-academic and non-professional interests",Yes,8,"Close friends and family,Fellow students",Fellow students,Woman,,No,Queer,Asian,,"No, not of Hispanic or Latinx origin",No,No,Preger not to say,,,,,,,,
2021-10-31 19:51:21,2021-10-31 19:58:39,IP Address,100,437,True,2021-10-31 19:58:39,R_siAKPTirgdNRZtL,anonymous,EN,Applied Mathematics,05/2022,Yes,"Chemistry,Environmental Science and Public Policy,Psychology","Department heads,Department faculty",In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,6,6,5,6,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",3,4,1,CS 50: Introduction to Computer Science I,Somewhat disagree,No,"I am not required to take any additional CS courses to fulfill my concentration/secondary,Other:",I do a lot of CS material in my AM courses,,,,,,6,6,5,4,5,3,4,6,1,1,3,1,3,5,1,1,1,1,5,6,5,4,,No,9,"Alumni networks,The Harvard Office of Career Services","Alumni networks,The Harvard Office of Career Services",Woman,,No,Questioning or unsure,"Asian,Other",Southeast Asian,"No, not of Hispanic or Latinx origin",Yes,Yes,"No, I have not been diagnosed with a disability or impairment",,,,0,Neutral,,,Unknown
2021-11-01 09:25:02,2021-11-01 11:33:41,IP Address,100,7718,True,2021-11-01 11:33:41,R_22FSle3MCaZ6Hyx,anonymous,EN,Computer Science,05/2023,Yes,"Computer Science,Electrical Engineering,Mechanical Engineering",,In college,,6,4,4,2,5,3,5,5,3,1,5,7,2,6,5,1,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",1,2,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course",Somewhat agree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,2,2,1,2,2,1,5,2,1,1,2,1,5,1,1,1,1,1,5,5,4,4,Academic interests,Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Queer,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 15:00:41,2021-11-01 12:39:07,IP Address,100,596306,True,2021-11-01 12:39:07,R_211JliBhF0xywo2,anonymous,EN,Computer Science,05/2022,Yes,Computer Science,,In high school (including summer after graduation),,5,5,5,1,1,5,1,3,5,5,4,6,2,6,7,5,7,"To inquire about research opportunities,To inquire about advice for my concentration",5,3,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 13x, an undergraduate-level economics/computation course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course,CS 10x, an undergraduate-level miscellaneous course",Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I did not feel as if I had the resources to successfully apply to graduate school,Graduate school doesn't fit into my career path","No, I do not intend to write a senior thesis in the CS department","I am not interested in computer science research,I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis,I am unavailable to commit the time to writing a thesis",,3,1,1,4,2,2,2,2,2,1,1,1,4,3,1,1,2,1,4,6,2,2,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 15:32:18,2021-11-01 15:58:26,IP Address,100,1568,True,2021-11-01 15:58:27,R_3jU8KYiZEsIBkmo,anonymous,EN,Computer Science,05/2023,Yes,Economics,Department faculty,In middle school or earlier (including summer after graduation),,3,2,5,1,2,2,2,4,4,4,5,4,6,5,6,5,3,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,5,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 18x, an undergraduate-level artificial intelligence course",Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",I did not feel as if I had the resources to successfully apply to graduate school,"No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,5,2,2,5,6,2,2,3,3,3,5,4,3,5,4,5,5,5,5,5,5,3,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,6,"Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students",Man,,No,Queer,Asian,,"No, not of Hispanic or Latinx origin",Yes,Yes,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 17:32:43,2021-11-01 17:38:36,IP Address,100,352,True,2021-11-01 17:38:36,R_3FJd7W1yI1n68Sp,anonymous,EN,Computer Science,12/2023,Yes,Computer Science,Department faculty,In middle school or earlier (including summer after graduation),,6,5,4,1,1,5,5,6,5,6,6,7,2,5,7,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",7,6,4,"CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 13x, an undergraduate-level economics/computation course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 28x, a graduate-level artificial intelligence course",Strongly agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department",I am unavailable to commit the time to writing a thesis,,6,5,2,7,6,4,4,2,1,1,1,1,4,1,1,1,4,1,4,2,2,4,"Academic interests,Non-academic and non-professional interests",Yes,8,Fellow students,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 19:02:03,2021-11-01 19:08:32,IP Address,100,388,True,2021-11-01 19:08:32,R_2ustcKSPvKS7Yvh,anonymous,EN,Computer Science,05/2023,Yes,"Applied Mathematics,Computer Science,Economics,Engineering Sciences","Department heads,Department faculty,Department-specific advising programs",In middle school or earlier (including summer after graduation),,7,4,5,1,1,4,1,5,7,7,7,7,2,4,7,6,4,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,2,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course,CS 10x, an undergraduate-level miscellaneous course,CS 24x, a graduate-level networks course",Somewhat agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,6,7,4,7,7,6,4,1,1,1,1,1,5,1,1,1,1,1,7,7,7,5,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,10,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 19:21:52,2021-11-01 19:29:14,IP Address,100,442,True,2021-11-01 19:29:15,R_YPsvC3ezuEycKJj,anonymous,EN,Computer Science,05/2024,Yes,"Applied Mathematics,Computer Science,Economics,Mathematics,Music,Statistics","Department faculty,Department-specific advising programs",In high school (including summer after graduation),,4,5,5,2,4,3,4,4,3,5,5,4,2,3,4,4,4,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,5,3,"CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course",Agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,5,5,3,5,4,3,5,3,2,1,1,1,6,2,2,1,3,5,7,6,6,6,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,7,"Fellow students,Alumni networks","Fellow students,Professional networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 19:23:34,2021-11-01 19:32:09,IP Address,100,515,True,2021-11-01 19:32:10,R_AnAtYHokvH4dq3n,anonymous,EN,Applied Mathematics,May 2024,Yes,"Art, Film, and Visual Studies,Computer Science,Physics",Department-specific advising programs,In high school (including summer after graduation),,,,,,,,,,,,,,3,5,5,6,6,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",5,4,4,"CS 20: Discrete Mathematics for Computer Science,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization",Somewhat agree,Yes,,,,,,,,6,5,5,6,6,6,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,Academic interests,Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,"Asian,White",,"No, not of Hispanic or Latinx origin",No,No,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 19:42:28,2021-11-01 19:47:14,IP Address,100,286,True,2021-11-01 19:47:14,R_2BsqjUju9NM5Xik,anonymous,EN,Applied Mathematics,05/2024,Yes,Economics,"Department faculty,Department-specific advising programs",In high school (including summer after graduation),,,,,,,,,,,,,,2,3,3,3,3,To inquire about advice for my concentration,2,3,3,,Somewhat agree,Yes,,,,,,,,1,3,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,7,6,4,1,"Academic interests,Professional interests",No,10,"Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-01 21:23:35,2021-11-01 21:30:54,IP Address,100,438,True,2021-11-01 21:30:54,R_2uEhk9HzaQWPjQ9,anonymous,EN,Computer Science,06/2025,Yes,"Computer Science,Economics,Engineering Sciences,Folklore and Mythology,Mechanical Engineering",My first-year academic advisor,In middle school or earlier (including summer after graduation),,5,4,3,3,5,5,3,5,5,6,7,6,3,5,4,6,3,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",3,2,2,CS 50: Introduction to Computer Science I,Somewhat disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",,I am unsure or undecided,,,5,5,1,5,4,5,3,1,1,1,1,1,4,2,1,1,5,1,5,4,3,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,7,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Non-binary,,Yes,Queer,"Asian,White",,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-02 08:38:19,2021-11-02 09:13:39,IP Address,100,2120,True,2021-11-02 09:13:40,R_25Rc9zzeKdRp68d,anonymous,EN,Applied Mathematics,05/2024,Yes,"Computer Science,Economics,Mathematics,Statistics","Department faculty,Peer Advising Fellows (PAFs)",In high school (including summer after graduation),,,,,,,,,,,,,,3,6,7,6,7,"For an academic letter of recommendation,To inquire about research opportunities",5,2,1,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II",Neither agree nor disagree,Yes,,,,,,,,5,4,4,4,4,6,4,2,1,1,1,1,5,5,2,1,1,1,5,6,4,2,"Academic interests,Non-academic and non-professional interests",Yes,8,"Fellow students,Professional networks","Fellow students,Professional networks",Woman,,No,Straight/Heterosexual,Asian,,Prefer not to say,No,No,"No, I have not been diagnosed with a disability or impairment,Other",,,,,,,,
2021-11-02 09:33:32,2021-11-02 09:42:29,IP Address,100,536,True,2021-11-02 09:42:30,R_XZM3bFrO2e3oGLT,anonymous,EN,Computer Science,12/2022,Yes,"Chemistry,Chemistry and Physics,Electrical Engineering,Mechanical Engineering,Physics",,I have never been taught programming or computer science in an academic or extracurricular program,,4,3,2,2,4,4,4,1,4,3,7,5,2,5,5,4,3,For an academic letter of recommendation,4,3,1,"CS 20: Discrete Mathematics for Computer Science,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 18x, an undergraduate-level artificial intelligence course",Somewhat disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I didn't learn about opportunities relating to graduate studies until it was too late,I did not feel as if I had the resources to successfully apply to graduate school","No, I do not intend to write a senior thesis in the CS department",I am unavailable to commit the time to writing a thesis,,4,5,1,5,2,1,6,1,4,4,4,4,5,4,4,4,5,4,7,7,5,4,Non-academic and non-professional interests,No,9,,,Woman,,No,Queer,White,,"No, not of Hispanic or Latinx origin",Yes,Yes,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-11-02 11:45:26,2021-11-02 11:51:22,IP Address,100,356,True,2021-11-02 11:51:23,R_22En1olvh3CPzoy,anonymous,EN,History and Science,05/2022,No,"Astrophysics,Psychology,Sociology","Residential advising resources, such as house tutors or proctors,Department heads,Department faculty",In college,,,,,,,,,,,,,,4,3,3,2,6,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,5,2,,,,,,,,,,,5,5,5,4,5,6,4,5,3,6,7,4,4,5,3,6,7,3,4,7,4,4,"Professional interests,Non-academic and non-professional interests",No,8,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Queer,"Asian,White",,"No, not of Hispanic or Latinx origin",Yes,Yes,"Yes, I have been diagnosed with a disability or impairment,Other",Depression/anxiety,,,,,,,
2021-11-02 13:03:44,2021-11-02 13:08:58,IP Address,100,313,True,2021-11-02 13:08:58,R_2TT4EP3eJFlaJYx,anonymous,EN,Statistics,05/2025,Yes,"Applied Mathematics,Computer Science,Statistics",,In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,2,5,6,2,3,To inquire about advice for my concentration,5,5,3,CS 50: Introduction to Computer Science I,Somewhat agree,Yes,,,,,,,,5,5,4,6,5,4,5,5,1,1,1,1,5,5,1,1,1,1,6,1,1,1,"Academic interests,Professional interests",Yes,7,"Fellow students,Alumni networks,The Harvard Office of Career Services","Fellow students,Alumni networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
